Hs-U2AF1,2000,1000,T105641-U2AF1,"p1@U2AF1"
"rank","TID","Fabs","Frel","coords","transcript","entrezgene_id","hgnc_id","uniprot_id","gene_name","description","type"
11,"T104950",2006,0.999,"chr21:37757668..37757731,+","p1@CHAF1B","e:8208","h:1911","u:Q13112","CHAF1B","chromatin assembly factor 1 subunit B","gene with protein product"
12,"T082876",2006,0.999,"chr1:153643442..153643475,-","p1@ILF2","e:3608","h:6037",NA,"ILF2","interleukin enhancer binding factor 2","gene with protein product"
13,"T125629",2005,0.999,"chr2:85198231..85198305,+","p1@KCMF1","e:56888","h:20589","u:Q9P0J7","KCMF1","potassium channel modulatory factor 1","gene with protein product"
14,"T135937",2005,0.999,"chr3:50605077..50605140,-","p1@C3orf18","e:51161","h:24837","u:Q9UK00,u:F8WCC4,u:C9JNP0","C3orf18","chromosome 3 open reading frame 18","gene with protein product"
15,"T121956",2005,0.999,"chr2:29338236..29338439,+","p1@CLIP4","e:79745","h:26108","u:Q8N3C7","CLIP4","CAP-Gly domain containing linker protein family member 4","gene with protein product"
16,"T034389",2006,0.9985,"chr13:77566179..77566264,+","p1@CLN5","e:1203","h:2076","u:B4E1V6","CLN5","ceroid-lipofuscinosis, neuronal 5","gene with protein product"
17,"T123523",2003,0.9985,"chr2:54014168..54014220,+","p1@ERLEC1","e:27248","h:25222","u:Q96DZ1,u:B5MC72","ERLEC1","endoplasmic reticulum lectin 1","gene with protein product"
18,"T128627",2010,0.998,"chr3:127317243..127317288,+","p1@MCM2","e:4171","h:6944","u:F8WDM3,u:F5H3V0,u:F5H1E9,u:P49736","MCM2","minichromosome maintenance complex component 2","gene with protein product"
19,"T124862",2004,0.998,"chr2:70520810..70520831,-","p2@SNRPG","e:6637","h:11163","u:C9JVQ0","SNRPG","small nuclear ribonucleoprotein polypeptide G","gene with protein product"
20,"T110222",2005,0.9975,"chr22:51066521..51066605,-","p1@ARSA","e:410","h:713","u:P15289,u:F8WCC8,u:B4DVI5,u:B7XD04","ARSA","arylsulfatase A","gene with protein product"
21,"T083375",2002,0.997,"chr1:155658766..155658803,-","p3@YY1AP1","e:55249","h:30935","u:Q9H869","YY1AP1","YY1 associated protein 1","gene with protein product"
22,"T146271",2001,0.996,"chr4:83295064..83295075,-","p7@HNRNPD","e:3184","h:5036","u:Q14103","HNRNPD","heterogeneous nuclear ribonucleoprotein D","gene with protein product"
23,"T043053",2000,0.996,"chr15:38544993..38545058,+","p2@SPRED1","e:161742","h:20249","u:Q7Z699","SPRED1","sprouty related EVH1 domain containing 1","gene with protein product"
24,"T094518",2001,0.9955,"chr1:42922196..42922241,+","p1@PPCS","e:79717","h:25686","u:Q5VVM2,u:Q5VVM3,u:Q9HAB8","PPCS","phosphopantothenoylcysteine synthetase","gene with protein product"
25,"T093134",1996,0.995,"chr1:28844778..28844807,+","p3@RCC1","e:1104","h:1913","u:C9JW69","RCC1","regulator of chromosome condensation 1","gene with protein product"
26,"T089342",1997,0.9945,"chr1:211752484..211752512,-","p1@SLC30A1","e:7779","h:11012","u:Q9Y6M5","SLC30A1","solute carrier family 30 member 1","gene with protein product"
27,"T124863",1997,0.994,"chr2:70520832..70520881,-","p1@SNRPG","e:6637","h:11163","u:C9JVQ0,u:P62308","SNRPG","small nuclear ribonucleoprotein polypeptide G","gene with protein product"
28,"T005961",1993,0.994,"chr10:65281125..65281183,+","p1@REEP3","e:221035","h:23711",NA,"REEP3","receptor accessory protein 3","gene with protein product"
29,"T124866",1995,0.9935,"chr2:70529150..70529179,-","p1@FAM136A","e:84908","h:25911","u:E7EQY1","FAM136A","family with sequence similarity 136 member A","gene with protein product"
30,"T074197",1995,0.9935,"chr19:40331310..40331344,-","p3@FBL","e:2091","h:3599","u:Q96BS4","FBL","fibrillarin","gene with protein product"
31,"T074126",1995,0.9935,"chr19:39926550..39926561,-","p2@RPS16","e:6217","h:10396","u:Q6IPX4","RPS16","ribosomal protein S16","gene with protein product"
32,"T071145",1997,0.993,"chr19:17186229..17186278,-","p1@HAUS8","e:93323","h:30532","u:Q9BT25,u:C9JBZ4","HAUS8","HAUS augmin like complex subunit 8","gene with protein product"
33,"T104569",1993,0.993,"chr21:33651324..33651366,-","p1@MIS18A","e:54069","h:1286","u:Q9NYP9","MIS18A","MIS18 kinetochore protein A","gene with protein product"
34,"T093327",1993,0.993,"chr1:31769595..31769652,-","p1@SNRNP40","e:9410","h:30857","u:Q96DI7,u:A0MNP2","SNRNP40","small nuclear ribonucleoprotein U5 subunit 40","gene with protein product"
35,"T184922",1992,0.993,"chr8:42751728..42751806,-","p1@RNF170","e:81790","h:25358","u:Q96K19,u:E9PP55","RNF170","ring finger protein 170","gene with protein product"
36,"T019724",1992,0.9915,"chr11:94822968..94823042,+","p1@ENDOD1","e:23052","h:29129","u:O94919","ENDOD1","endonuclease domain containing 1","gene with protein product"
37,"T141786",1990,0.991,"chr4:1723197..1723261,+","p1@TACC3","e:10460","h:11524","u:F8WC55,u:C9JWI7,u:Q9Y6A5","TACC3","transforming acidic coiled-coil containing protein 3","gene with protein product"
38,"T114499",1991,0.9901,"chr2:169746878..169746970,-","p1@SPC25","e:57405","h:24031","u:Q9HBM1","SPC25","SPC25, NDC80 kinetochore complex component","gene with protein product"
39,"T005391",1991,0.9901,"chr10:58120996..58121039,-","p1@ZWINT","e:11130","h:13195","u:A6NNV6,u:A6NNP9,u:O95229","ZWINT","ZW10 interacting kinetochore protein","gene with protein product"
40,"T152846",1990,0.99,"chr5:177631523..177631541,+","p1@HNRNPAB","e:3182","h:5034","u:D6RBZ0,u:D6RD18","HNRNPAB","heterogeneous nuclear ribonucleoprotein A/B","gene with protein product"
41,"T159182",1989,0.9896,"chr6:13328716..13328792,-","p1@TBC1D7","e:51256","h:21066","u:Q96MB8,u:Q2TU37,u:Q9P0N9,u:Q5SZL8,u:Q5SZL4,u:Q5SZL5,u:Q5SZL6,u:Q53F44,u:Q5JPB9","TBC1D7","TBC1 domain family member 7","gene with protein product"
42,"T083591",1986,0.9895,"chr1:156307992..156308013,-","p2@CCT3","e:7203","h:1616","u:Q5SZX9","CCT3","chaperonin containing TCP1 subunit 3","gene with protein product"
43,"T095080",1985,0.9885,"chr1:47779729..47779744,-","p2@STIL","e:6491","h:10879",NA,"STIL","SCL/TAL1 interrupting locus","gene with protein product"
44,"T062125",1985,0.9885,"chr17:66031838..66031876,+","p1@KPNA2","e:3838","h:6395","u:P52292,u:Q7Z726","KPNA2","karyopherin subunit alpha 2","gene with protein product"
45,"T051739",1988,0.9881,"chr16:48278178..48278336,+","p1@LONP2","e:83752","h:20598","u:Q86WA8,u:E7EN44,u:B7ZKL7","LONP2","lon peptidase 2, peroxisomal","gene with protein product"
46,"T165231",1984,0.988,"chr6:36562132..36562154,+","p1@SRSF3","e:6428","h:10785","u:B4E241,u:P84103","SRSF3","serine and arginine rich splicing factor 3","gene with protein product"
47,"T145733",1982,0.988,"chr4:77134999..77135036,-","p3@SCARB2","e:950","h:1665","u:Q14108","SCARB2","scavenger receptor class B member 2","gene with protein product"
48,"T089940",1984,0.9876,"chr1:220267429..220267510,+","p1@IARS2","e:55699","h:29685","u:Q9NSE4,u:F6SBX2","IARS2","isoleucyl-tRNA synthetase 2, mitochondrial","gene with protein product"
49,"T110246",1983,0.9875,"chr22:51222042..51222069,-","p1@RABL2B","e:11158","h:9800","u:F2Z2T3,u:F2Z3J7","RABL2B","RAB, member of RAS oncogene family-like 2B","gene with protein product"
50,"T093133",1983,0.9875,"chr1:28844730..28844776,+","p2@RCC1","e:1104","h:1913","u:P18754,u:E9PAT9,u:Q5T081","RCC1","regulator of chromosome condensation 1","gene with protein product"
51,"T184743",1982,0.9875,"chr8:41386761..41386787,+","p1@GINS4","e:84296","h:28226","u:E5RFF9","GINS4","GINS complex subunit 4","gene with protein product"
52,"T200455",1980,0.9861,"chrX:54556633..54556732,+","p1@GNL3L","e:54552","h:25553","u:Q9NVN8,u:Q05DU1","GNL3L","G protein nucleolar 3 like","gene with protein product"
53,"T069033",1977,0.9851,"chr18:7567351..7567365,+","p4@PTPRM","e:5797","h:9675","u:A7MBN1,u:P28827","PTPRM","protein tyrosine phosphatase, receptor type M","gene with protein product"
54,"T018170",1976,0.9836,"chr11:72433346..72433409,-","p1@ARAP1","e:116985","h:16925","u:B2RTS2,u:Q96P48","ARAP1","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1","gene with protein product"
55,"T139375",1978,0.9826,"chr4:120987933..120988022,-","p1@MAD2L1","e:4085","h:6763","u:Q8IZX3,u:D6RJE3,u:Q13257","MAD2L1","MAD2 mitotic arrest deficient-like 1 (yeast)","gene with protein product"
56,"T145726",1975,0.9826,"chr4:77134742..77134765,-","p2@SCARB2","e:950","h:1665","u:E7EM68,u:D6RDG0","SCARB2","scavenger receptor class B member 2","gene with protein product"
57,"T143696",1971,0.9826,"chr4:39460520..39460574,-","p1@RPL9","e:6133","h:10369","u:P32969,u:B4E1M5,u:D6RAN4,u:E7ESE0,u:Q53Z07","RPL9","ribosomal protein L9","gene with protein product"
58,"T162212",1971,0.9821,"chr6:170862322..170862415,-","p1@PSMB1","e:5689","h:9537","u:P20618","PSMB1","proteasome subunit beta 1","gene with protein product"
59,"T007810",1969,0.982,"chr10:90343062..90343088,-","p1@RNLS","e:55328","h:25641","u:Q5VYX0","RNLS","renalase, FAD dependent amine oxidase","gene with protein product"
60,"T074415",1975,0.9816,"chr19:41257173..41257187,+","p4@SNRPA","e:6626","h:11151","u:B4DDC7","SNRPA","small nuclear ribonucleoprotein polypeptide A","gene with protein product"
61,"T072695",1970,0.9816,"chr19:33166045..33166113,-","p1@ANKRD27","e:84079","h:25310","u:Q96NW4","ANKRD27","ankyrin repeat domain 27","gene with protein product"
62,"T064964",1968,0.9806,"chr17:79849872..79849919,+","p3@ANAPC11","e:51529","h:14452","u:Q9NYG5","ANAPC11","anaphase promoting complex subunit 11","gene with protein product"
63,"T057516",1973,0.9801,"chr17:3539998..3540036,+","p2@CTNS","e:1497","h:2518","u:F5H4I4,u:F8W6Z1,u:C9JMM9","CTNS","cystinosin, lysosomal cystine transporter","gene with protein product"
64,"T189435",1966,0.9801,"chr9:127020553..127020622,+","p2@NEK6","e:10783","h:7749",NA,"NEK6","NIMA related kinase 6","gene with protein product"
65,"T055908",1970,0.9796,"chr17:17184524..17184538,-","p4@COPS3","e:8533","h:2239","u:C9JLV5","COPS3","COP9 signalosome subunit 3","gene with protein product"
66,"T104635",1968,0.9791,"chr21:34144157..34144175,-","p3@GCFC1","e:94104","h:13579","u:Q9Y5B6,u:Q8N6E6","PAXBP1","PAX3 and PAX7 binding protein 1","gene with protein product"
67,"T162285",1961,0.9761,"chr6:17707083..17707173,-","p1@NUP153","e:9972","h:8062","u:P49790,u:Q4LE47","NUP153","nucleoporin 153","gene with protein product"
68,"T091044",1958,0.9761,"chr1:23345943..23346051,+","p1@KDM1A","e:23028","h:29079","u:F6S0T5","KDM1A","lysine demethylase 1A","gene with protein product"
69,"T079326",1956,0.9746,"chr19:797443..797457,+","p1@PTBP1","e:5725","h:9583","u:P26599,u:A6NLN1,u:Q9BUQ0","PTBP1","polypyrimidine tract binding protein 1","gene with protein product"
70,"T039039",1955,0.9746,"chr14:58666824..58666902,+","p1@ACTR10","e:55860","h:17372","u:Q9NZ32,u:G3V5Y4,u:G3V2Q5,u:G3V4K6","ACTR10","actin-related protein 10 homolog","gene with protein product"
71,"T072540",1953,0.9731,"chr19:30206135..30206191,-","p1@C19orf12","e:83636","h:25443","u:Q9NSK7,u:F8W6J3","C19orf12","chromosome 19 open reading frame 12","gene with protein product"
72,"T089039",1951,0.9726,"chr1:20959943..20959992,+","p1@PINK1","e:65018","h:14581","u:Q9BXM7","PINK1","PTEN induced putative kinase 1","gene with protein product"
73,"T073892",1955,0.9717,"chr19:39340542..39340559,-","p3@HNRNPL","e:3191","h:5045","u:B4DPK8","HNRNPL","heterogeneous nuclear ribonucleoprotein L","gene with protein product"
74,"T138881",1954,0.9717,"chr4:110736659..110736694,+","p1@GAR1","e:54433","h:14264","u:Q9NY12","GAR1","GAR1 ribonucleoprotein","gene with protein product"
75,"T082031",1950,0.9711,"chr1:149899648..149899706,-","p1@SF3B4","e:10262","h:10771","u:Q5SZ64","SF3B4","splicing factor 3b subunit 4","gene with protein product"
76,"T011202",1948,0.9706,"chr11:124543604..124543654,-","p1@SIAE","e:54414","h:18187","u:Q9HAT2","SIAE","sialic acid acetylesterase","gene with protein product"
77,"T002501",1948,0.9706,"chr10:13142075..13142193,+","p1@OPTN","e:10133","h:17142","u:Q96CV9","OPTN","optineurin","gene with protein product"
79,"T088175",1948,0.9696,"chr1:203595980..203595991,+","p4@ATP2B4","e:493","h:817","u:P23634","ATP2B4","ATPase plasma membrane Ca2+ transporting 4","gene with protein product"
80,"T122634",1943,0.9676,"chr2:38978492..38978510,-","p1@SRSF7","e:6432","h:10789","u:C9JAB2,u:G5E9M3","SRSF7","serine and arginine rich splicing factor 7","gene with protein product"
81,"T145188",1945,0.9662,"chr4:71705619..71705628,-","p8@GRSF1","e:2926","h:4610","u:Q12849","GRSF1","G-rich RNA sequence binding factor 1","gene with protein product"
82,"T190742",1937,0.9661,"chr9:135906375..135906393,+","p1@GTF3C5","e:9328","h:4668","u:Q5T7U1,u:C9J393","GTF3C5","general transcription factor IIIC subunit 5","gene with protein product"
83,"T111983",1937,0.9646,"chr2:128284003..128284018,-","p2@IWS1","e:55677","h:25467",NA,"IWS1","IWS1, SUPT6H interacting protein","gene with protein product"
84,"T086033",1939,0.9642,"chr1:17765044..17765073,-","p4@RCC2","e:55920","h:30297","u:Q9P258","RCC2","regulator of chromosome condensation 2","gene with protein product"
85,"T017375",1937,0.9637,"chr11:66406149..66406184,+","p2@RBM4","e:5936","h:9901","u:E9PB51","RBM4","RNA binding motif protein 4","gene with protein product"
86,"T082875",1940,0.9628,"chr1:153643418..153643429,-","p2@ILF2","e:3608","h:6037",NA,"ILF2","interleukin enhancer binding factor 2","gene with protein product"
87,"T118278",1932,0.9622,"chr2:216176761..216176859,+","p1@ATIC","e:471","h:794","u:F2Z3E8,u:E9PBU3,u:F5GWY2","ATIC","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase","gene with protein product"
88,"T133796",1931,0.9621,"chr3:23244780..23244837,+","p3@UBE2E2","e:7325","h:12478","u:Q96LR5,u:F8WF15","UBE2E2","ubiquitin conjugating enzyme E2 E2","gene with protein product"
89,"T178924",1933,0.9617,"chr7:99698956..99699038,-","p1@MCM7","e:4176","h:6950","u:F5H4S2","MCM7","minichromosome maintenance complex component 7","gene with protein product"
90,"T105233",1935,0.9613,"chr21:40555324..40555389,-","p1@PSMG1","e:8624","h:3043","u:F8WBH7","PSMG1","proteasome assembly chaperone 1","gene with protein product"
91,"T001813",1931,0.9612,"chr10:122610853..122610924,+","p1@WDR11","e:55717","h:13831","u:Q9BZH6","WDR11","WD repeat domain 11","gene with protein product"
92,"T105249",1931,0.9607,"chr21:40720538..40720557,-","p5@HMGN1","e:3150","h:4984",NA,"HMGN1","high mobility group nucleosome binding domain 1","gene with protein product"
93,"T082365",1934,0.9603,"chr1:151227202..151227253,+","p1@PSMD4","e:5710","h:9561",NA,"PSMD4","proteasome 26S subunit, non-ATPase 4","gene with protein product"
94,"T126379",1928,0.9602,"chr2:96971232..96971255,-","p2@SNRNP200","e:23020","h:30859","u:O75643,u:A2RRQ7","SNRNP200","small nuclear ribonucleoprotein U5 subunit 200","gene with protein product"
95,"T091835",1925,0.9596,"chr1:24306809..24306828,-","p1@SRSF10","e:100505793,e:10772","h:16713","u:O75494","SRSF10","serine and arginine rich splicing factor 10","gene with protein product"
96,"T060493",1931,0.9593,"chr17:48503571..48503597,+","p2@ACSF2","e:80221","h:26101","u:B4DFQ6,u:D6RF15,u:E9PF16,u:D6RF87","ACSF2","acyl-CoA synthetase family member 2","gene with protein product"
97,"T052886",1927,0.9592,"chr16:66584015..66584035,-","p1@TK2","e:7084","h:11831","u:F5GYK4","TK2","thymidine kinase 2, mitochondrial","gene with protein product"
98,"T128606",1927,0.9582,"chr3:12705600..12705643,-","p1@RAF1","e:5894","h:9829","u:B4E0X2","RAF1","Raf-1 proto-oncogene, serine/threonine kinase","gene with protein product"
99,"T148898",1925,0.9568,"chr5:134181717..134181752,+","p2@C5orf24","e:134553","h:26746",NA,"C5orf24","chromosome 5 open reading frame 24","gene with protein product"
100,"T109221",1919,0.9557,"chr22:41864662..41864708,-","p1@PHF5A","e:84844","h:18000","u:Q7RTV0","PHF5A","PHD finger protein 5A","gene with protein product"
101,"T134869",1916,0.9551,"chr3:44380211..44380274,+","p1@C3orf23","e:285343","h:25241",NA,"TCAIM","T-cell activation inhibitor, mitochondrial","gene with protein product"
102,"T147244",1917,0.9547,"chr5:102201722..102201750,+","p5@PAM","e:5066","h:8596","u:P19021","PAM","peptidylglycine alpha-amidating monooxygenase","gene with protein product"
103,"T177132",1908,0.9526,"chr7:73668692..73668763,-","p1@RFC2","e:5982","h:9970","u:F8WC37,u:F8WDC9,u:P35250,u:Q75MT5","RFC2","replication factor C subunit 2","gene with protein product"
104,"T199863",1907,0.9521,"chrX:47004639..47004685,+","p1@RBM10","e:8241","h:9896",NA,"RBM10","RNA binding motif protein 10","gene with protein product"
105,"T049424",1914,0.9518,"chr16:19533404..19533450,-","p1@GDE1","e:51573","h:29644","u:Q9NZC3","GDE1","glycerophosphodiester phosphodiesterase 1","gene with protein product"
106,"T137892",1909,0.9516,"chr3:97540828..97540870,+","p2@CRYBG3","e:131544","h:34427","u:B4DLE8","CRYBG3","crystallin beta-gamma domain containing 3","gene with protein product"
107,"T074382",1907,0.9516,"chr19:41119270..41119313,+","p5@LTBP4","e:8425","h:6717","u:F8WAA0,u:Q8N2S1","LTBP4","latent transforming growth factor beta binding protein 4","gene with protein product"
108,"T145725",1910,0.9507,"chr4:77134706..77134717,-","p5@SCARB2","e:950","h:1665","u:D6RDG0","SCARB2","scavenger receptor class B member 2","gene with protein product"
109,"T198930",1907,0.9506,"chrX:21857717..21857763,+","p1@MBTPS2","e:51360","h:15455","u:O43462","MBTPS2","membrane bound transcription factor peptidase, site 2","gene with protein product"
110,"T019725",1909,0.9498,"chr11:94823060..94823069,+","p2@ENDOD1","e:23052","h:29129","u:O94919","ENDOD1","endonuclease domain containing 1","gene with protein product"
111,"T069031",1907,0.9497,"chr18:7567266..7567330,+","p1@PTPRM","e:5797","h:9675","u:A7MBN1,u:P28827","PTPRM","protein tyrosine phosphatase, receptor type M","gene with protein product"
112,"T149241",1903,0.9487,"chr5:137514782..137514827,+","p1@KIF20A","e:10112","h:9787","u:B4DL79","KIF20A","kinesin family member 20A","gene with protein product"
113,"T128720",1898,0.9476,"chr3:127842612..127842680,-","p1@RUVBL1","e:8607","h:10474","u:Q9Y265","RUVBL1","RuvB like AAA ATPase 1","gene with protein product"
114,"T035792",1900,0.9467,"chr14:105487381..105487453,-","p1@CDCA4","e:55038","h:14625","u:Q9BXL8","CDCA4","cell division cycle associated 4","gene with protein product"
115,"T158742",1899,0.9448,"chr6:126661233..126661250,+","p2@CENPW","e:387103","h:21488","u:Q5EE01","CENPW","centromere protein W","gene with protein product"
116,"T049931",1898,0.9447,"chr16:23690184..23690267,+","p1@PLK1","e:5347","h:9077","u:Q58A51,u:B4E083,u:P53350","PLK1","polo like kinase 1","gene with protein product"
117,"T161291",1897,0.9447,"chr6:159240415..159240426,-","p3@EZR","e:7430","h:12691","u:P15311","EZR","ezrin","gene with protein product"
118,"T110247",1899,0.9443,"chr22:51222070..51222092,-","p2@RABL2B","e:11158","h:9800","u:A8MXF6,u:Q9UNT1","RABL2B","RAB, member of RAS oncogene family-like 2B","gene with protein product"
119,"T200603",1896,0.9442,"chrX:62571187..62571217,-","p1@SPIN4","e:139886","h:27040","u:Q56A73","SPIN4","spindlin family member 4","gene with protein product"
120,"T063207",1899,0.9434,"chr17:73663217..73663240,-","p2@RECQL5","e:9400","h:9950",NA,"RECQL5","RecQ like helicase 5","gene with protein product"
121,"T076042",1891,0.9427,"chr19:47615498..47615522,-","p1@ZC3H4","e:23211","h:17808",NA,"ZC3H4","zinc finger CCCH-type containing 4","gene with protein product"
122,"T147217",1891,0.9417,"chr5:102090974..102091039,+","p1@PAM","e:5066","h:8596",NA,"PAM","peptidylglycine alpha-amidating monooxygenase","gene with protein product"
123,"T006145",1896,0.9409,"chr10:70231639..70231735,-","p1@DNA2","e:1763","h:2939","u:F8VPM6,u:F8VR31,u:P51530","DNA2","DNA replication helicase/nuclease 2","gene with protein product"
124,"T074539",1893,0.9404,"chr19:41800494..41800514,+","p15@HNRNPUL1","e:11100","h:17011","u:B3KM60","HNRNPUL1","heterogeneous nuclear ribonucleoprotein U like 1","gene with protein product"
125,"T086414",1890,0.9403,"chr1:182808474..182808498,+","p1@DHX9","e:1660","h:2750","u:Q08211","DHX9","DExH-box helicase 9","gene with protein product"
126,"T149808",1891,0.9399,"chr5:141488405..141488416,+","p5@NDFIP1","e:80762","h:17592",NA,"NDFIP1","Nedd4 family interacting protein 1","gene with protein product"
127,"T164947",1890,0.9398,"chr6:34393800..34393821,-","p2@RPS10","e:6204","h:10383","u:P46783","RPS10","ribosomal protein S10","gene with protein product"
128,"T022631",1886,0.9383,"chr12:12509990..12510042,+","p1@LOH12CR1","e:118426","h:17950","u:G3V1P3,u:Q969J3","BORCS5","BLOC-1 related complex subunit 5","gene with protein product"
129,"T176601",1882,0.9377,"chr7:64126535..64126559,+","p2@ZNF107","e:51427","h:12887","u:Q9UII5","ZNF107","zinc finger protein 107","gene with protein product"
130,"T146272",1887,0.9374,"chr4:83295077..83295088,-","p8@HNRNPD","e:3184","h:5036","u:Q14103","HNRNPD","heterogeneous nuclear ribonucleoprotein D","gene with protein product"
131,"T079062",1876,0.9357,"chr19:6720686..6720694,-","p2@C3","e:718","h:1318","u:P01024","C3","complement C3","gene with protein product"
132,"T112077",1874,0.9356,"chr2:128615681..128615737,-","p1@POLR2D","e:5433","h:9191","u:O15514,u:E9PHV4","POLR2D","RNA polymerase II subunit D","gene with protein product"
133,"T076283",1874,0.9356,"chr19:48673552..48673578,-","p2@LIG1","e:3978","h:6598","u:P18858,u:F5GZ28,u:B4E135","LIG1","DNA ligase 1","gene with protein product"
134,"T129708",1878,0.9339,"chr3:141121164..141121249,+","p1@ZBTB38","e:253461","h:26636","u:D6RC86,u:D6RJE1","ZBTB38","zinc finger and BTB domain containing 38","gene with protein product"
135,"T074201",1873,0.9337,"chr19:40336972..40337029,-","p1@FBL","e:2091","h:3599","u:P22087","FBL","fibrillarin","gene with protein product"
136,"T176451",1869,0.9322,"chr7:56032600..56032623,+","p5@GBAS","e:2631","h:4179","u:C9K068","GBAS","glioblastoma amplified sequence","gene with protein product"
137,"T061722",1868,0.9317,"chr17:61904766..61904827,+","p1@PSMC5","e:5705","h:9552","u:P62195","PSMC5","proteasome 26S subunit, ATPase 5","gene with protein product"
138,"T077777",1871,0.9313,"chr19:54372877..54373045,+","p2@MYADM","e:91663","h:7544","u:C9JJV6","MYADM","myeloid associated differentiation marker","gene with protein product"
139,"T162139",1868,0.9307,"chr6:170102210..170102275,+","p1@C6orf120","e:387263","h:21247","u:Q7Z4R8","C6orf120","chromosome 6 open reading frame 120","gene with protein product"
140,"T070685",1875,0.9305,"chr19:14530143..14530177,-","p1@DDX39A","e:10212","h:17821","u:O00148","DDX39A","DExD-box helicase 39A","gene with protein product"
141,"T069034",1872,0.93,"chr18:7567378..7567397,+","p3@PTPRM","e:5797","h:9675","u:A7MBN1,u:P28827","PTPRM","protein tyrosine phosphatase, receptor type M","gene with protein product"
142,"T030585",1869,0.9299,"chr12:96252710..96252789,+","p1@SNRPF","e:6636","h:11162","u:F8W0W6","SNRPF","small nuclear ribonucleoprotein polypeptide F","gene with protein product"
143,"T083742",1863,0.9292,"chr1:156698469..156698589,-","p2@ISG20L2","e:81875","h:25745","u:Q9H9L3","ISG20L2","interferon stimulated exonuclease gene 20 like 2","gene with protein product"
144,"T055926",1867,0.9289,"chr17:1733353..1733364,+","p4@RPA1","e:6117","h:10289","u:P27694","RPA1","replication protein A1","gene with protein product"
145,"T192978",1864,0.9283,"chr9:35658262..35658372,+","p1@CCDC107","e:203260","h:28465","u:Q8WV48,u:F8W8S5","CCDC107","coiled-coil domain containing 107","gene with protein product"
146,"T134737",1862,0.9278,"chr3:42623428..42623489,-","p1@SEC22C","e:9117","h:16828","u:Q9BRL7,u:F8VQT7,u:C9J9A4,u:C9JNW1,u:F8WDR5,u:F8WBN1,u:F5H0H7","SEC22C","SEC22 homolog C, vesicle trafficking protein","gene with protein product"
147,"T121958",1860,0.9268,"chr2:29338486..29338508,+","p6@CLIP4","e:79745","h:26108","u:Q8N3C7","CLIP4","CAP-Gly domain containing linker protein family member 4","gene with protein product"
148,"T052310",1860,0.9263,"chr16:56553882..56553992,-","p1@BBS2","e:583","h:967","u:Q9BXC9","BBS2","Bardet-Biedl syndrome 2","gene with protein product"
149,"T100872",1862,0.9259,"chr20:42295745..42295765,+","p1@MYBL2","e:4605","h:7548","u:F8W6N6","MYBL2","MYB proto-oncogene like 2","gene with protein product"
150,"T045053",1861,0.9259,"chr15:59397298..59397353,+","p1@CCNB2","e:9133","h:1580",NA,"CCNB2","cyclin B2","gene with protein product"
151,"T039452",1859,0.9253,"chr14:64194745..64194799,-","p1@SGPP1","e:81537","h:17720","u:Q9BX95","SGPP1","sphingosine-1-phosphate phosphatase 1","gene with protein product"
152,"T096007",1861,0.925,"chr1:64058906..64058920,+","p5@PGM1","e:5236","h:8905","u:F5H857","PGM1","phosphoglucomutase 1","gene with protein product"
