Vv_m2,2000,1000,VIT_15s0048g01240
rank,V1_geneId,Fabs,Frel,gene_symbol,v3,group,subgroup,pathway_or_family,full_name,gene_name_synonym(s),type,reaction_EC,Vitisnet_Network1,Vitisnet_Network2
28,VIT_10s0003g02070,1970,0.9453,AG2,Vitvi10g00663,MADS_AG,MADS_AG,MADS-box,putative MADS-box Agamous 2,,TF,,vv30009Flower_development,vv60042MADS,,
29,VIT_11s0016g05590,1939,0.9354,YABBY6,Vitvi11g00492,YABBY,YABBY,YABBY,,,TF,,vv60019C2C2-YABBY,,,
30,VIT_00s0411g00040,1931,0.9351,,Vitvi10g02113,,,,Unknown,,,,,,,
31,VIT_09s0002g03230,1920,0.9334,,Vitvi09g01563,,,,Acid phosphatase,,,E3_1_3_2,vv10740Riboflavin_metabolism,,,
32,VIT_17s0000g04990,1909,0.9281,FUL1,Vitvi17g00470,MADS_FUL,MADS_FUL,MADS-box,putative MADS-box Fruitfull 1,,TF,,vv30009Flower_development,vv60042MADS,,
33,VIT_03s0097g00240,1922,0.9267,,,,,,No hit,,,,,,,
34,VIT_06s0004g02060,1909,0.9218,ALDH3J1,Vitvi06g00210,ALDH,ALDH,Unclassified (Unknown Pathway),Aldehyde dehydrogenase,,Enzyme,,vv10010Glycolysis,vv10071Fatty_acid_metabolism,,
35,VIT_03s0038g04210,1906,0.9217,,Vitvi03g00272,,,,Phototropin-2,,,K08282,vv50101Channels_and_pores,,,
36,VIT_05s0049g01170,1917,0.9212,,Vitvi05g00757,,,,Unknown protein,,,,,,,
37,VIT_00s2032g00010,1899,0.9183,,Vitvi00g02243,,,,No hit,,,,,,,
38,VIT_14s0108g00760,1899,0.9178,,Vitvi14g01956,,,,Mini zinc finger 2 MIF2,,,MIF2_1,vv60068Zf-HD,,,
39,VIT_14s0108g00810,1898,0.9174,,,,,,Mini zinc finger 2 MIF2,,,MIF2_3,vv60068Zf-HD,,,
40,VIT_00s0259g00180,1897,0.9173,,Vitvi10g00251,,,,Nuclear transcription factor Y subunit B-3,,,NFYB3_5,vv60021CCAAT,,,
41,VIT_03s0038g03420,1890,0.9166,,Vitvi03g00208,,,,Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG5,,,LOG5,vv10908Zeatin_biosynthesis,,,
42,VIT_16s0022g00840,1888,0.9130,,Vitvi16g00732,,,,Invertase/pectin methylesterase inhibitor,,,PMEI,vv40006Cell_wall,,,
43,VIT_14s0006g00600,1899,0.9112,,,,,,No hit,,,,,,,
44,VIT_11s0052g00770,1871,0.9109,,Vitvi11g01224,,,,Serine carboxypeptidase SCPL13,,,,,,,
45,VIT_08s0040g02100,1865,0.9049,ZFP54,Vitvi08g01050,C2H2 ZFP_set_A,C2H2 ZFP_set_A,C2H2 ZFP,,,TF,,vv60017C2H2,,,
46,VIT_03s0038g01860,1874,0.9001,,Vitvi03g01390,,,,Proline-rich protein 4,,,,,,,
47,VIT_14s0068g00380,1862,0.8986,,Vitvi14g01402,,,,NLI interacting factor (NIF) family protein,,,,,,,
48,VIT_14s0083g00150,1856,0.8984,TCP1,Vitvi14g01253,TCP,CYC/TB1,TCP,Teosinte branched 1/Cycloidea/proliferating cell factor protein,,TF,,vv60061TCP,,,
49,VIT_13s0074g00730,1855,0.8957,,Vitvi13g00793,,,,PID (PINOID),,,PINOID,vv50004Auxin_transport,vv50125Porters_cat_66_to_94,,
50,VIT_03s0017g00390,1856,0.8940,,Vitvi03g01064,,,,MADS-box protein SVP (short vegetative phase),,,SVP_7,vv30009Flower_development,vv60042MADS,,
51,VIT_08s0032g00790,1857,0.8936,WBC18,Vitvi08g00222,ABC-transporter,WBC/ABCG,ABC-transporter,ATP-binding cassette (ABC),ABCG18,Transporter,,vv52010ABC_transporters,,,
52,VIT_01s0182g00140,1824,0.8876,,Vitvi01g01072,,,,PHO1-like protein,,,PHO1,vv50125Porters_cat_66_to_94,,,
53,VIT_18s0001g07980,1860,0.8874,,Vitvi18g00561,,,,CBL-interacting protein kinase 8 (CIPK8),,,CIPK8,,,,
54,VIT_04s0023g01020,1837,0.8798,VviHB17,Vitvi04g01210,HB,BEL,,BEL1 homeobox 2 protein (BLH2) (SAWTOOTH 1),,TF,BLH2_1,vv60034HB,,,
55,VIT_19s0014g02290,1801,0.8705,,,,,,Ribosomal protein L11 methyltransferase,,,K02867,vv23010Ribosome,,,
56,VIT_12s0028g02930,1801,0.8692,,Vitvi12g02290,,,,Isoflavone methyltransferase/ Orcinol O-methyltransferase 1 oomt1,,,E2_1_1_46,vv10943Isoflavonoid_biosynthesis,,,
57,VIT_04s0023g03800,1785,0.8644,,Vitvi04g02168,,,,Jasmonate methyltransferase,,,E2_1_1_141,vv10592alpha-Linolenic_acid_metabolism,,,
58,VIT_16s0098g00480,1771,0.8639,,Vitvi16g01300,,,,Lipase class 3,,,,,,,
59,VIT_14s0066g01690,1775,0.8629,,Vitvi14g01809,,,,Pathogen-inducible alpha-dioxygenase,,,K10529,vv10592alpha-Linolenic_acid_metabolism,,,
60,VIT_18s0001g14000,1784,0.8623,,Vitvi18g01094,,,,Auxin-induced SAUR,,,SAUR,vv30003Auxin_signaling,,,
61,VIT_07s0104g01630,1788,0.8617,,Vitvi07g00272,,,,Myb family,,,MYBREL_2,vv60045MYBrelated,,,
62,VIT_19s0014g01350,1767,0.8540,,Vitvi19g00108,,,,Ribulose bisphosphate carboxylase; large chain,,,E4_1_1_39,vv10710Carbon_fixation,,,
63,VIT_04s0008g07110,1757,0.8537,,Vitvi04g01934,,,,Aspartic proteinase nepenthesin-2 precursor,,,E3_4_23_12,,,,
64,VIT_00s0349g00050,1766,0.8527,,Vitvi04g01505,,,,Protein FD (BZIP transcription factor 14),,,FD_2,vv30009Flower_development,vv60012BZIP,,
65,VIT_04s0008g06390,1761,0.8520,,Vitvi04g00573,,,,TPR1 (topless-related 1),,,TPR1,vv30003Auxin_signaling,,,
66,VIT_06s0061g00130,1752,0.8513,,Vitvi06g01918,,,,Beta-1;3-glucanase (Vitis riparia),,,E3_2_1_6,,,,
67,VIT_09s0002g00600,1760,0.8474,,,,,,RPP27 (resistance to peronospora parasitica 27),,,,,,,
68,VIT_06s0004g02970,1749,0.8405,,Vitvi06g00294,,,,Zinc finger (C3HC4-type ring finger),,,ZFC3HC4_22,vv60078Other_zf-C3HC4,,,
69,VIT_07s0141g00310,1721,0.8362,,Vitvi07g00041,,,,Phosphoribulokinase/uridine kinase,,,E2_7_1_48,vv10240Pyrimidine_metabolism,,,
70,VIT_01s0026g02770,1726,0.8294,MYB140,Vitvi01g01052,R2R3-MYBs,MYB_S9A,MYBs,,,TF,,vv60044MYB,,,
71,VIT_00s0228g00070<br>VIT_00s0228g00010<br>VIT_00s0411g00050,1696,0.8213
72,VIT_11s0016g02210,1682,0.8126,,Vitvi11g00180,,,,GATA transcription factor 24,,,GAT24,vv60016C2C2-GATA,,,
73,VIT_14s0108g00560,1681,0.8121,,,,,,Ankyrin repeat,,,ANKYRIN_CCCH,vv50108Accessory_factors_involved_in_transport,vv60018C3H,,
74,VIT_14s0030g01320,1682,0.8075,,Vitvi14g02638,,,,No hit,,,,,,,
75,VIT_04s0008g06400,1656,0.7981,,,,,,TPR1 (topless-related 1),,,TPR1,vv30003Auxin_signaling,,,
76,VIT_09s0002g03220,1633,0.7919,,Vitvi09g01562,,,,Acid phosphatase,,,E3_1_3_2,vv10740Riboflavin_metabolism,,,
77,VIT_11s0037g00670,1621,0.7907,,Vitvi11g00764,,,,Receptor protein kinase,,,,,,,
78,VIT_18s0041g00900,1641,0.7905,,Vitvi18g02028,,,,UDP-glycosyltransferase 88A4,,,,,,,
79,VIT_14s0036g00590,1626,0.7878,,Vitvi14g02732,,,,Lysine decarboxylase,,,E4_1_1_18,vv10300Lysine_biosynthesis,,,
80,VIT_09s0054g00410,1608,0.7852,,Vitvi09g01962,,,,Unknown,,,,,,,
81,VIT_18s0001g09460,1626,0.7851,,Vitvi18g00691,,,,GASA5,,,GASA5,vv30010Gibberellin_signaling,,,
82,VIT_03s0038g01850,1619,0.7840,,Vitvi03g01389,,,,Proline-rich protein 4,,,,,,,
83,VIT_11s0016g02410,1615,0.7840,,Vitvi11g00197,,,,MYB divaricata,,,DIVARICATA_3,vv30009Flower_development,vv60044MYB,,
84,VIT_10s0003g05190,1626,0.7832,,Vitvi10g00986,,,,Wall-associated kinase 1 (WAK1),,,,,,,
85,VIT_16s0022g00830,1615,0.7821,,Vitvi16g00731,,,,Pectin methylesterase inhibitor,,,PMEI,vv40006Cell_wall,,,
86,VIT_11s0052g01730,1619,0.7806,DXS2,Vitvi11g01303,DXS,DXS,MEP Pathway,DXP Synthase,DXS2a,Enzyme,,vv10100Biosynthesis_of_steroids,,,
87,VIT_12s0028g03630,1601,0.7753,,Vitvi12g00304,,,,Ubiquitin-conjugating enzyme E2 O,,,K10581,vv24120Ubiquitin_mediated_proteolysis,,,
88,VIT_18s0089g00460,1601,0.7708,,Vitvi18g02367,,,,TIR-NBS-TIR type disease resistance protein,,,,,,,
89,VIT_03s0063g00550,1585,0.7702,,Vitvi03g01567,,,,Fw2.2 ORFX,,,,,,,
90,VIT_05s0020g03910,1591,0.7701,,Vitvi05g00544,,,,Ribosomal protein S3A (RPS3aA) 40S,,,K02984,vv23010Ribosome,,,
91,VIT_11s0052g01780,1591,0.7664,DXS4,Vitvi11g01307,DXS,DXS,MEP Pathway,DXP Synthase,DXS2c,Enzyme,,vv10100Biosynthesis_of_steroids,,,
92,VIT_01s0150g00430,1572,0.7657,,Vitvi01g01802,,,,Unknown protein,,,,,,,
93,VIT_02s0025g01030,1581,0.7652,,Vitvi02g00090,,,,Aldose 1-epimerase,,,E5_1_3_3,vv10010Glycolysis,,,
94,VIT_07s0104g01730,1581,0.7634,,Vitvi07g02183,,,,HAK5 (High affinity K+ transporter 5),,,HAK5,vv50125Porters_cat_66_to_94,,,
95,VIT_14s0030g01230,1570,0.7599,,Vitvi14g00378,,,,No hit,,,,,,,
96,VIT_14s0083g01050,1570,0.7581,VviSEP1,Vitvi14g01344,MADS_SEP,MADS_SEP,MADS-box,putative MADS-box sepallata 1,,TF,,vv30009Flower_development,vv60042MADS,,
97,VIT_01s0010g00570,1561,0.7541,,,,,,No hit,,,,,,,
98,VIT_07s0005g01150,1557,0.7540,,Vitvi07g00387,,,,CTP synthase,,,E6_3_4_2,vv10240Pyrimidine_metabolism,,,
99,VIT_09s0054g01330,1566,0.7536,,Vitvi09g02001,,,,Beta-amyrin synthase,,,E5_4_99_BAS,vv10900Terpenoid_biosynthesis,,,
100,VIT_09s0002g09080,1553,0.7499,ZFP62,Vitvi09g00827,C2H2 ZFP_set_C,C2H2 ZFP_set_C,C2H2 ZFP,,,TF,,vv60017C2H2,,,
101,VIT_18s0001g02360,1540,0.7425,,Vitvi18g02925,,,,Diphenol oxidase,,,E1_10_3_1,vv10350Tyrosine_metabolism,vv50109Incompletely_characterized_transport_systems,,
102,VIT_10s0003g01980,1530,0.7356,,Vitvi10g00651,,,,RKF1 (receptor-like kinase in flowers 1),,,,,,,
103,VIT_09s0018g01010,1516,0.7345,,Vitvi09g01204,,,,No hit,,,,,,,
104,VIT_06s0004g04060,1514,0.7342,,Vitvi06g00406,,,,Legumin,,,,,,,
105,VIT_18s0001g05950,1509,0.7339,GT17,Vitvi18g00422,UGT,Putative TGT,Terpene Pathway (Putative Modifications),,,Enzyme,,vv10908Zeatin_biosynthesis,,,
106,VIT_18s0001g01130,1502,0.7270,EXPA19,Vitvi18g00189,EXP,EXPA,EXPs,Expansin A,,Other,,vv30003Auxin_signaling,,,
107,VIT_18s0122g01250,1502,0.7249,,Vitvi18g02487,,,,No hit,,,,,,,
108,VIT_08s0007g04060,1505,0.7246,,Vitvi08g02276,,,,CYPLXXVIA2,,,,,,,
109,VIT_12s0034g02150,1491,0.7227,bHLH051,Vitvi12g01896,bHLH,bHLH,bHLH,,,TF,,vv30011Jasmonate_signaling,vv60011BHLH,,
110,VIT_13s0074g00550,1487,0.7173,,Vitvi13g00764,,,,Amino acid transporter family,,,AAPREL,vv50123Porters_cat_18_to_29,,,
111,VIT_04s0008g06330,1483,0.7168,,Vitvi04g00567,,,,TPR1 (topless-related 1),,,TPR1,vv30003Auxin_signaling,,,
112,VIT_12s0059g00540,1474,0.7152,,,,,,EDM2,,,PHDEDM2_2,vv60048PHD,,,
113,VIT_07s0141g00070,1482,0.7146,,Vitvi07g00055,,,,Beta-keto-Coa synthase,,,,,,,
114,VIT_18s0041g01880,1472,0.7115,AGL11,Vitvi18g02133,MADS_AG,MADS_AG,MADS-box,,AG3,TF,,vv60042MADS,,,
115,VIT_18s0041g01270,1480,0.7105,,Vitvi18g02072,,,,Amino acid permease 2,,,AAP2,vv50123Porters_cat_18_to_29,,,
116,VIT_14s0219g00270,1463,0.7088,,Vitvi14g01637,,,,TEL1 (Terminal EAR1-like 1),,,TEL1,vv44110Cell_cycle,,,
117,VIT_13s0047g00020,1466,0.7086,,Vitvi13g01095,,,,ZIF1 (zinc induced facilitator 1); carbohydrate transporter,,,ZIF1,vv50121Porters_cat_1_to_6,,,
118,VIT_18s0001g11390,1462,0.7056,,Vitvi18g00869,,,,Aberrant testa shape,,,ATS_1,vv60029G2-like,,,
119,VIT_11s0052g01120,1442,0.6997,ZFP65,Vitvi11g01259,C2H2 ZFP_set_C,C2H2 ZFP_set_C,C2H2 ZFP,,,TF,,vv60017C2H2,,,
120,VIT_16s0050g01780,1443,0.6981,,Vitvi16g01160,,,,Unknown protein,,,,,,,
121,VIT_18s0122g00530,1423,0.6855,,Vitvi18g00039,,,,FAR1-related sequence 5,,,FRS5_10,vv60071Orphans_far-red,,,
122,VIT_09s0054g01500,1416,0.6847,,Vitvi09g01448,,,,Beta-amyrin synthase,,,E5_4_99_BAS,vv10900Terpenoid_biosynthesis,,,
123,VIT_07s0005g03530,1412,0.6841,,Vitvi07g00615,,,,Ribulose bisphosphate carboxylase; large chain,,,E4_1_1_39,vv10710Carbon_fixation,,,
124,VIT_08s0040g02260,1386,0.6741,,Vitvi08g01061,,,,Protamine P1,,,,,,,
125,VIT_13s0019g01700,1387,0.6720,LISCL9,Vitvi13g00311,LISCL,LISCL,GRAS,GRAS proteins,,TF,,vv60032GRAS,,,
126,VIT_02s0154g00010,1365,0.6649,,Vitvi02g00507,,,,Auxin-responsive SAUR11,,,SAUR11,vv30003Auxin_signaling,,,
127,VIT_00s0204g00020,1377,0.6623,,,,,,Transcription factor,,,TRIHELIXDOM_15,vv60062Trihelix,,,
128,VIT_10s0003g03620,1364,0.6586,,Vitvi10g01871,,,,Lupeol synthase 2,,,E5_4_99_8,vv10100Biosynthesis_of_steroids,,,
129,VIT_18s0122g01240,1356,0.6560,,Vitvi18g00090,,,,Serine/threonine Protein kinase BNK1,,,,,,,
130,VIT_15s0021g01310,1360,0.6548,WRKY46,Vitvi15g00539,WRKY,WRKY,WRKYs,,,TF,,vv60066WRKY,,,
131,VIT_11s0118g00390,1357,0.6527,,Vitvi11g00565,,,,Oxidoreductase; 2OG-Fe(II) oxygenase,,,,,,,
132,VIT_05s0020g01690,1354,0.6503,,Vitvi05g00337,,,,Receptor protein kinase,,,,,,,
133,VIT_18s0001g03470,1329,0.6464,FLS1,Vitvi18g02541,FLS,FLS,Flavonoid Pathway (Flavonols),flavonol synthase,,Enzyme,,vv10941Flavonoid_biosynthesis,,,
134,VIT_18s0041g01530,1334,0.6423,,Vitvi18g03142,,,,CYP706A12,,,,,,,
135,VIT_15s0048g02830,1315,0.6331,,Vitvi15g00907,,,,Rac GTPase activating protein,,,RHOGAP,vv50109Incompletely_characterized_transport_systems,,,
136,VIT_17s0000g09900,1304,0.6296,,Vitvi17g00990,,,,Unknown protein,,,,,,,
137,VIT_05s0062g00960,1292,0.6284,,Vitvi05g01330,,,,Exostosin (Xyloglucan galactosyltransferase KATAMARI 1),,,K02366,vv11030Glycan_structures-biosynthesis1,,,
138,VIT_07s0031g02880,1301,0.6264,,Vitvi07g02713,,,,No hit,,,,,,,
139,VIT_09s0002g01340,1283,0.6219,,Vitvi09g01515,,,,Auxin-binding protein ABP19,,,ABP19,vv30003Auxin_signaling,,,
140,VIT_10s0003g03540,1290,0.6211,,Vitvi10g01864,,,,Lupeol synthase,,,E5_4_99_8,vv10100Biosynthesis_of_steroids,,,
141,VIT_04s0008g03220,1279,0.6194,,Vitvi04g00283,,,,Lysophospholipase,,,E3_1_1_5,vv10564Glycerophospholipid_metabolism,,,
142,VIT_10s0116g00150,1266,0.6131,,Vitvi10g00005,,,,Receptor kinase RK20-1,,,,,,,
143,VIT_11s0016g04960,1273,0.6129,,Vitvi11g00438,,,,Aspartate-glutamate racemase,,,E5_1_1_13,vv10252Alanine_and_aspartate_metabolism,,,
144,VIT_07s0151g00110<br>VIT_07s0151g00190<br>VIT_07s0151g00250,1271,0.6125
145,VIT_11s0052g01440,1265,0.6102,,Vitvi11g01278,,,,Receptor kinase TRKe,,,,,,,
146,VIT_13s0067g00830,1259,0.6085,,Vitvi13g00043,,,,R protein  PRF  disease resistance protein,,,K13453,vv34627R_proteins_from_Plant-pathogen_interaction,,,
147,VIT_07s0005g02830,1255,0.6075,,Vitvi07g00550,,,,DNA-binding protein,,,,,,,
148,VIT_10s0042g00940,1255,0.6063,,Vitvi10g01388,,,,Hydroxyproline-rich glycoprotein family protein,,,HRGP_3,vv40006Cell_wall,vv60062Trihelix,,
149,VIT_18s0001g02350,1249,0.6037,LAC68,Vitvi18g02924,LAC,9,Unclassified (Unknown Pathway),Laccase,,Enzyme,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems,,
150,VIT_01s0127g00800,1248,0.6026,,Vitvi01g00742,,,,Polyamine oxidase precursor,,,E1_5_3_11,vv11000Single_reactions,,,
151,VIT_10s0003g02160,1245,0.6012,,,,,,Trehalose-phosphatase,,,E2_4_1_15,vv10500Starch_and_sucrose_metabolism,,,
152,VIT_17s0000g01900,1235,0.5995,,Vitvi17g01357,,,,No hit,,,,,,,
153,VIT_06s0004g01740,1230,0.5968,bHLH026,Vitvi06g00181,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,,,VvimTERF10
154,VIT_19s0014g03300,1226,0.5937,NAC18,Vitvi19g00271,NAC,NAC,NACs,,,TF,,vv60046NAC,,,
155,VIT_10s0003g03600<br>VIT_10s0003g03520,1223,0.5937
156,VIT_10s0003g03570,1231,0.5930,,Vitvi10g01867,,,,Cycloartenol Synthase,,,E5_4_99_8,vv10100Biosynthesis_of_steroids,,,
157,VIT_04s0008g06380,1210,0.5879,,,,,,TPR1 (topless-related 1),,,TPR1,vv30003Auxin_signaling,,,
158,VIT_18s0001g05080,1224,0.5871,,Vitvi18g00372,,,,SEC14 cytosolic factor; putative,,,SEC14,vv50122Porters_cat_7_to_17,,,
159,VIT_01s0011g03270,1216,0.5866,,Vitvi01g00264,,,,CXE carboxylesterase,,,E3_1_1_1,,,,
160,VIT_16s0022g02190,1200,0.5837,,Vitvi16g00877,,,,Chalcone and stilbene synthases,,,E2_3_1_74,vv10941Flavonoid_biosynthesis,,,
161,VIT_18s0041g00800,1199,0.5806,,Vitvi18g02018,,,,UDP-glucose: anthocyanidin 5;3-O-glucosyltransferase,,,RHGT1,vv10942Anthocyanin_biosynthesis,,,
162,VIT_09s0002g01330,1207,0.5803,,Vitvi09g01514,,,,Auxin-binding protein ABP19,,,ABP19,vv30003Auxin_signaling,,,
163,VIT_09s0096g00100,1201,0.5802,,Vitvi09g00877,,,,Pentatricopeptide (PPR) repeat-containing protein,,,,,,,
164,VIT_13s0064g00390,1181,0.5725,,Vitvi13g01673,,,,Polyamine oxidase,,,E1_5_3_11,vv11000Single_reactions,,,
165,VIT_18s0001g02410,1184,0.5712,LAC66,Vitvi18g02928,LAC,9,Unclassified (Unknown Pathway),Laccase,,Enzyme,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems,,
166,VIT_11s0016g05640,1168,0.5675,,Vitvi11g00497,,,,IAA29,,,IAA29_2,vv30003Auxin_signaling,vv60008AUXIAA,,
167,VIT_14s0006g00270,1170,0.5639,,Vitvi14g00784,,,,No hit,,,,,,,
168,VIT_14s0068g00360,1169,0.5615,,Vitvi14g01401,,,,LNG1 (LONGIFOLIA1),,,,,,,
169,VIT_05s0077g01360,1157,0.5611,MYBF2,Vitvi05g00084,R2R3-MYBs,MYBF_S7,MYBs,,,TF,,vv60044MYB,,,
170,VIT_06s0080g00810,1160,0.5601,CCS,Vitvi06g01518,CCS,CCS,Carotenoid Pathway (Xanthophylls),,,Enzyme,,vv10906Carotenoid_biosynthesis,,,
171,VIT_19s0014g02550,1154,0.5569,TPS22,Vitvi19g01788,TPS,TPS,Terpene Pathway,terpene synthase,,Enzyme,,vv10900Terpenoid_biosynthesis,,,
172,VIT_07s0031g03170,1146,0.5536,,Vitvi07g02000,,,,1-acyl-sn-glycerol-3-phosphate acyltransferase,,,E2_3_1_51,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism,,
173,VIT_11s0037g00690,1144,0.5524,,Vitvi11g00766,,,,CF5,,,K13471,vv34626Plant-pathogen_interaction,,,
174,VIT_07s0141g00210,1147,0.5512,,Vitvi07g00047,,,,Tryptophan synthase; alpha subunit,,,E4_2_1_20,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
175,VIT_15s0024g00060,1145,0.5507,,,,,,No hit,,,,,,,
176,VIT_16s0022g02310,1145,0.5481,VviGA20ox3,Vitvi16g00890,,,GA,Gibberellin 20-oxidase_3,,Enzyme,,vv10904Diterpenoid_biosynthesis,vv30001ABA_signaling,,
177,VIT_07s0129g00340,1121,0.5476,SHR5,Vitvi07g01612,SHR,SHR,GRAS,GRAS proteins,,TF,,vv60032GRAS,,,
178,VIT_07s0005g01790,1127,0.5463,,Vitvi07g00445,,,,Acyl-CoA synthetase long-chain member 2,,,E6_2_1_3_LACS2,vv10071Fatty_acid_metabolism,vv44146Peroxisome,,
179,VIT_18s0001g08060,1119,0.5443,,Vitvi18g00569,,,,Unknown,,,,,,,
180,VIT_16s0098g00400,1123,0.5425,,Vitvi16g01293,,,,Receptor serine/threonine kinase PR5K-l,,,,,,,
181,VIT_11s0016g00160,1118,0.5409,,Vitvi11g00673,,,,forminy 2 domain-containing protein,,,FH2,vv44810Regulation_of_actin_cytoskeleton,,,
182,VIT_06s0004g07330,1116,0.5399,,Vitvi06g01765,,,,No hit,,,,,,,
183,VIT_05s0124g00240,1110,0.5362,bHLH025,Vitvi05g01393,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,,,
184,VIT_16s0098g00010,1104,0.5354,,Vitvi16g02026,,,,Receptor-like protein kinase,,,,,,,
185,VIT_02s0012g00390,1114,0.5348,,Vitvi02g01472,,,,Norcoclaurine synthase,,,E4_2_1_78,vv10950Alkaloid_biosynthesis_I,,,
